idpedido;idproducto;precio;descuento;unidades
10599;62;49.3;0.0;10
10600;54;7.45;0.0;4
10600;73;15.0;0.0;30
10601;13;6.0;0.0;60
10601;59;55.0;0.0;35
10602;77;13.0;0.25;5
10603;22;21.0;0.0;48
10603;49;20.0;0.05;25
10604;48;12.75;0.1;6
10604;76;18.0;0.1;10
10605;16;17.45;0.05;30
10605;59;55.0;0.05;20
10605;60;34.0;0.05;70
10605;71;21.5;0.05;15
10606;4;22.0;0.2;20
10606;55;24.0;0.2;20
10606;62;49.3;0.2;10
10607;7;30.0;0.0;45
10607;17;39.0;0.0;100
10607;33;2.5;0.0;14
10607;40;18.4;0.0;42
10607;72;34.8;0.0;12
10608;56;38.0;0.0;28
10609;1;18.0;0.0;3
10609;10;31.0;0.0;10
10609;21;10.0;0.0;6
10610;36;19.0;0.25;21
10611;1;18.0;0.0;6
10611;2;19.0;0.0;10
10611;60;34.0;0.0;15
10612;10;31.0;0.0;70
10612;36;19.0;0.0;55
10612;49;20.0;0.0;18
10612;60;34.0;0.0;40
10612;76;18.0;0.0;80
10613;13;6.0;0.1;8
10613;75;7.75;0.0;40
10614;11;21.0;0.0;14
10614;21;10.0;0.0;8
10614;39;18.0;0.0;5
10615;55;24.0;0.0;5
10616;38;263.5;0.05;15
10616;56;38.0;0.0;14
10616;70;15.0;0.05;15
10616;71;21.5;0.05;15
10617;59;55.0;0.15;30
10618;6;25.0;0.0;70
10618;56;38.0;0.0;20
10618;68;12.5;0.0;15
10619;21;10.0;0.0;42
10619;22;21.0;0.0;40
10620;24;4.5;0.0;5
10620;52;7.0;0.0;5
10621;19;9.2;0.0;5
10621;23;9.0;0.0;10
10621;70;15.0;0.0;20
10621;71;21.5;0.0;15
10622;2;19.0;0.0;20
10622;68;12.5;0.2;18
10623;14;23.25;0.0;21
10623;19;9.2;0.1;15
10623;21;10.0;0.1;25
10623;24;4.5;0.0;3
10623;35;18.0;0.1;30
10624;28;45.6;0.0;10
10624;29;123.79;0.0;6
10624;44;19.45;0.0;10
10625;14;23.25;0.0;3
10625;42;14.0;0.0;5
10625;60;34.0;0.0;10
10626;53;32.8;0.0;12
10626;60;34.0;0.0;20
10626;71;21.5;0.0;20
10627;62;49.3;0.0;15
10627;73;15.0;0.15;35
10628;1;18.0;0.0;25
10629;29;123.79;0.0;20
10629;64;33.25;0.0;9
10630;55;24.0;0.05;12
10630;76;18.0;0.0;35
10631;75;7.75;0.1;8
10632;2;19.0;0.05;30
10632;33;2.5;0.05;20
10633;12;38.0;0.15;36
10633;13;6.0;0.15;13
10633;26;31.23;0.15;35
10633;62;49.3;0.15;80
10634;7;30.0;0.0;35
10634;18;62.5;0.0;50
10634;51;53.0;0.0;15
10634;75;7.75;0.0;2
10635;4;22.0;0.1;10
10635;5;21.35;0.1;15
10635;22;21.0;0.0;40
10636;4;22.0;0.0;25
10636;58;13.25;0.0;6
10637;11;21.0;0.0;10
10637;50;16.25;0.05;25
10637;56;38.0;0.05;60
10638;45;9.5;0.0;20
10638;65;21.05;0.0;21
10638;72;34.8;0.0;60
10639;18;62.5;0.0;8
10640;69;36.0;0.25;20
10640;70;15.0;0.25;15
10641;2;19.0;0.0;50
10641;40;18.4;0.0;60
10642;21;10.0;0.2;30
10642;61;28.5;0.2;20
10643;28;45.6;0.25;15
10643;39;18.0;0.25;21
10643;46;12.0;0.25;2
10644;18;62.5;0.1;4
10644;43;46.0;0.0;20
10644;46;12.0;0.1;21
10645;18;62.5;0.0;20
10645;36;19.0;0.0;15
10646;1;18.0;0.25;15
10646;10;31.0;0.25;18
10646;71;21.5;0.25;30
10646;77;13.0;0.25;35
10647;19;9.2;0.0;30
10647;39;18.0;0.0;20
10648;22;21.0;0.0;15
10648;24;4.5;0.15;15
10649;28;45.6;0.0;20
10649;72;34.8;0.0;15
10650;30;25.89;0.0;30
10650;53;32.8;0.05;25
10650;54;7.45;0.0;30
10651;19;9.2;0.25;12
10651;22;21.0;0.25;20
10652;30;25.89;0.25;2
10652;42;14.0;0.0;20
10653;16;17.45;0.1;30
10653;60;34.0;0.1;20
10654;4;22.0;0.1;12
10654;39;18.0;0.1;20
10654;54;7.45;0.1;6
10655;41;9.65;0.2;20
10656;14;23.25;0.1;3
10656;44;19.45;0.1;28
10656;47;9.5;0.1;6
10657;15;15.5;0.0;50
10657;41;9.65;0.0;24
10657;46;12.0;0.0;45
10657;47;9.5;0.0;10
10657;56;38.0;0.0;45
10657;60;34.0;0.0;30
10658;21;10.0;0.0;60
10658;40;18.4;0.05;70
10658;60;34.0;0.05;55
10658;77;13.0;0.05;70
10659;31;12.5;0.05;20
10659;40;18.4;0.05;24
10659;70;15.0;0.05;40
10660;20;81.0;0.0;21
10661;39;18.0;0.2;3
10661;58;13.25;0.2;49
10662;68;12.5;0.0;10
10663;40;18.4;0.05;30
10663;42;14.0;0.05;30
10663;51;53.0;0.05;20
10664;10;31.0;0.15;24
10664;56;38.0;0.15;12
10664;65;21.05;0.15;15
10665;51;53.0;0.0;20
10665;59;55.0;0.0;1
10665;76;18.0;0.0;10
10666;29;123.79;0.0;36
10666;65;21.05;0.0;10
10667;69;36.0;0.2;45
10667;71;21.5;0.2;14
10668;31;12.5;0.1;8
10668;55;24.0;0.1;4
10668;64;33.25;0.1;15
10669;36;19.0;0.0;30
10670;23;9.0;0.0;32
10670;46;12.0;0.0;60
10670;67;14.0;0.0;25
10670;73;15.0;0.0;50
10670;75;7.75;0.0;25
10671;16;17.45;0.0;10
10671;62;49.3;0.0;10
10671;65;21.05;0.0;12
10672;38;263.5;0.1;15
10672;71;21.5;0.0;12
10673;16;17.45;0.0;3
10673;42;14.0;0.0;6
10673;43;46.0;0.0;6
10674;23;9.0;0.0;5
10675;14;23.25;0.0;30
10675;53;32.8;0.0;10
10675;58;13.25;0.0;30
10676;10;31.0;0.0;2
10676;19;9.2;0.0;7
10676;44;19.45;0.0;21
10677;26;31.23;0.15;30
10677;33;2.5;0.15;8
10678;12;38.0;0.0;100
10678;33;2.5;0.0;30
10678;41;9.65;0.0;120
10678;54;7.45;0.0;30
10679;59;55.0;0.0;12
10680;16;17.45;0.25;50
10680;31;12.5;0.25;20
10680;42;14.0;0.25;40
10681;19;9.2;0.1;30
10681;21;10.0;0.1;12
10681;64;33.25;0.0;28
10682;33;2.5;0.0;30
10682;66;17.0;0.0;4
10682;75;7.75;0.0;30
10683;52;7.0;0.0;9
10684;40;18.4;0.0;20
10684;47;9.5;0.0;40
10684;60;34.0;0.0;30
10685;10;31.0;0.0;20
10685;41;9.65;0.0;4
10685;47;9.5;0.0;15
10686;17;39.0;0.2;30
10686;26;31.23;0.0;15
10687;9;97.0;0.25;50
10687;29;123.79;0.0;10
10687;36;19.0;0.25;6
10688;10;31.0;0.1;18
10688;28;45.6;0.1;60
10688;34;14.0;0.0;14
10689;1;18.0;0.25;35
10690;56;38.0;0.25;20
10690;77;13.0;0.25;30
10691;1;18.0;0.0;30
10691;29;123.79;0.0;40
10691;43;46.0;0.0;40
10691;44;19.45;0.0;24
10691;62;49.3;0.0;48
10692;63;43.9;0.0;20
10693;9;97.0;0.0;6
10693;54;7.45;0.15;60
10693;69;36.0;0.15;30
10693;73;15.0;0.15;15
10694;7;30.0;0.0;90
10694;59;55.0;0.0;25
10694;70;15.0;0.0;50
10695;8;40.0;0.0;10
10695;12;38.0;0.0;4
10695;24;4.5;0.0;20
10696;17;39.0;0.0;20
10696;46;12.0;0.0;18
10697;19;9.2;0.25;7
10697;35;18.0;0.25;9
10697;58;13.25;0.25;30
10697;70;15.0;0.25;30
10698;11;21.0;0.0;15
10698;17;39.0;0.05;8
10698;29;123.79;0.05;12
10698;65;21.05;0.05;65
10698;70;15.0;0.05;8
10699;47;9.5;0.0;12
10700;1;18.0;0.2;5
10700;34;14.0;0.2;12
10700;68;12.5;0.2;40
10700;71;21.5;0.2;60
10701;59;55.0;0.15;42
10701;71;21.5;0.15;20
10701;76;18.0;0.15;35
10702;3;10.0;0.0;6
10702;76;18.0;0.0;15
10703;2;19.0;0.0;5
10703;59;55.0;0.0;35
10703;73;15.0;0.0;35
10704;4;22.0;0.0;6
10704;24;4.5;0.0;35
10704;48;12.75;0.0;24
10705;31;12.5;0.0;20
10705;32;32.0;0.0;4
10706;16;17.45;0.0;20
10706;43;46.0;0.0;24
10706;59;55.0;0.0;8
10707;55;24.0;0.0;21
10707;57;19.5;0.0;40
10707;70;15.0;0.15;28
10708;5;21.35;0.0;4
10708;36;19.0;0.0;5
10709;8;40.0;0.0;40
10709;51;53.0;0.0;28
10709;60;34.0;0.0;10
10710;19;9.2;0.0;5
10710;47;9.5;0.0;5
10711;19;9.2;0.0;12
10711;41;9.65;0.0;42
10711;53;32.8;0.0;120
10712;53;32.8;0.05;3
10712;56;38.0;0.0;30
10713;10;31.0;0.0;18
10713;26;31.23;0.0;30
10713;45;9.5;0.0;110
10713;46;12.0;0.0;24
10714;2;19.0;0.25;30
10714;17;39.0;0.25;27
10714;47;9.5;0.25;50
10714;56;38.0;0.25;18
10714;58;13.25;0.25;12
10715;10;31.0;0.0;21
10715;71;21.5;0.0;30
10716;21;10.0;0.0;5
10716;51;53.0;0.0;7
10716;61;28.5;0.0;10
10717;21;10.0;0.05;32
10717;54;7.45;0.0;15
10717;69;36.0;0.05;25
10718;12;38.0;0.0;36
10718;16;17.45;0.0;20
10718;36;19.0;0.0;40
10718;62;49.3;0.0;20
10719;18;62.5;0.25;12
10719;30;25.89;0.25;3
10719;54;7.45;0.25;40
10720;35;18.0;0.0;21
10720;71;21.5;0.0;8
10721;44;19.45;0.05;50
10722;2;19.0;0.0;3
10722;31;12.5;0.0;50
10722;68;12.5;0.0;45
10722;75;7.75;0.0;42
10723;26;31.23;0.0;15
10724;10;31.0;0.0;16
10724;61;28.5;0.0;5
10725;41;9.65;0.0;12
10725;52;7.0;0.0;4
10725;55;24.0;0.0;6
10726;4;22.0;0.0;25
10726;11;21.0;0.0;5
10727;17;39.0;0.05;20
10727;56;38.0;0.05;10
10727;59;55.0;0.05;10
10728;30;25.89;0.0;15
10728;40;18.4;0.0;6
10728;55;24.0;0.0;12
10728;60;34.0;0.0;15
10729;1;18.0;0.0;50
10729;21;10.0;0.0;30
10729;50;16.25;0.0;40
10730;16;17.45;0.05;15
10730;31;12.5;0.05;3
10730;65;21.05;0.05;10
10731;21;10.0;0.05;40
10731;51;53.0;0.05;30
10732;76;18.0;0.0;20
10733;14;23.25;0.0;16
10733;28;45.6;0.0;20
10733;52;7.0;0.0;25
10734;6;25.0;0.0;30
10734;30;25.89;0.0;15
10734;76;18.0;0.0;20
10735;61;28.5;0.1;20
10735;77;13.0;0.1;2
10736;65;21.05;0.0;40
10736;75;7.75;0.0;20
10737;13;6.0;0.0;4
10737;41;9.65;0.0;12
10738;16;17.45;0.0;3
10739;36;19.0;0.0;6
10739;52;7.0;0.0;18
10740;28;45.6;0.2;5
10740;35;18.0;0.2;35
10740;45;9.5;0.2;40
10740;56;38.0;0.2;14
10741;2;19.0;0.2;15
10742;3;10.0;0.0;20
10742;60;34.0;0.0;50
10742;72;34.8;0.0;35
10743;46;12.0;0.05;28
10744;40;18.4;0.2;50
10745;18;62.5;0.0;24
10745;44;19.45;0.0;16
10745;59;55.0;0.0;45
10745;72;34.8;0.0;7
10746;13;6.0;0.0;6
10746;42;14.0;0.0;28
10746;62;49.3;0.0;9
10746;69;36.0;0.0;40
10747;31;12.5;0.0;8
10747;41;9.65;0.0;35
10747;63;43.9;0.0;9
10747;69;36.0;0.0;30
10748;23;9.0;0.0;44
10748;40;18.4;0.0;40
10748;56;38.0;0.0;28
10749;56;38.0;0.0;15
10749;59;55.0;0.0;6
10749;76;18.0;0.0;10
10750;14;23.25;0.15;5
10750;45;9.5;0.15;40
10750;59;55.0;0.15;25
10751;26;31.23;0.1;12
10751;30;25.89;0.0;30
10751;50;16.25;0.1;20
10751;73;15.0;0.0;15
10752;1;18.0;0.0;8
10752;69;36.0;0.0;3
10753;45;9.5;0.0;4
10753;74;10.0;0.0;5
10754;40;18.4;0.0;3
10755;47;9.5;0.25;30
10755;56;38.0;0.25;30
10755;57;19.5;0.25;14
10755;69;36.0;0.25;25
10756;18;62.5;0.2;21
10756;36;19.0;0.2;20
10756;68;12.5;0.2;6
10756;69;36.0;0.2;20
10757;34;14.0;0.0;30
10757;59;55.0;0.0;7
10757;62;49.3;0.0;30
10757;64;33.25;0.0;24
10758;26;31.23;0.0;20
10758;52;7.0;0.0;60
10758;70;15.0;0.0;40
10759;32;32.0;0.0;10
10760;25;14.0;0.25;12
10760;27;43.9;0.0;40
10760;43;46.0;0.25;30
10761;25;14.0;0.25;35
10761;75;7.75;0.0;18
10762;39;18.0;0.0;16
10762;47;9.5;0.0;30
10762;51;53.0;0.0;28
10762;56;38.0;0.0;60
10763;21;10.0;0.0;40
10763;22;21.0;0.0;6
10763;24;4.5;0.0;20
10764;3;10.0;0.1;20
10764;39;18.0;0.1;130
10765;65;21.05;0.1;80
10766;2;19.0;0.0;40
10766;7;30.0;0.0;35
10766;68;12.5;0.0;40
10767;42;14.0;0.0;2
10768;22;21.0;0.0;4
10768;31;12.5;0.0;50
10768;60;34.0;0.0;15
10768;71;21.5;0.0;12
10769;41;9.65;0.05;30
10769;52;7.0;0.05;15
10769;61;28.5;0.0;20
10769;62;49.3;0.0;15
10770;11;21.0;0.25;15
10771;71;21.5;0.0;16
10772;29;123.79;0.0;18
10772;59;55.0;0.0;25
10773;17;39.0;0.0;33
10773;31;12.5;0.2;70
10773;75;7.75;0.2;7
10774;31;12.5;0.25;2
10774;66;17.0;0.0;50
10775;10;31.0;0.0;6
10775;67;14.0;0.0;3
10776;31;12.5;0.05;16
10776;42;14.0;0.05;12
10776;45;9.5;0.05;27
10776;51;53.0;0.05;120
10777;42;14.0;0.2;20
10778;41;9.65;0.0;10
10779;16;17.45;0.0;20
10779;62;49.3;0.0;20
10780;70;15.0;0.0;35
10780;77;13.0;0.0;15
10781;54;7.45;0.2;3
10781;56;38.0;0.2;20
10781;74;10.0;0.0;35
10782;31;12.5;0.0;1
10783;31;12.5;0.0;10
10783;38;263.5;0.0;5
10784;36;19.0;0.0;30
10784;39;18.0;0.15;2
10784;72;34.8;0.15;30
10785;10;31.0;0.0;10
10785;75;7.75;0.0;10
10786;8;40.0;0.2;30
10786;30;25.89;0.2;15
10786;75;7.75;0.2;42
10787;2;19.0;0.05;15
10787;29;123.79;0.05;20
10788;19;9.2;0.05;50
10788;75;7.75;0.05;40
10789;18;62.5;0.0;30
10789;35;18.0;0.0;15
10789;63;43.9;0.0;30
10789;68;12.5;0.0;18
10790;7;30.0;0.15;3
10790;56;38.0;0.15;20
10791;29;123.79;0.05;14
10791;41;9.65;0.05;20
10792;2;19.0;0.0;10
10792;54;7.45;0.0;3
10792;68;12.5;0.0;15
10793;41;9.65;0.0;14
10793;52;7.0;0.0;8
10794;14;23.25;0.2;15
10794;54;7.45;0.2;6
10795;16;17.45;0.0;65
10795;17;39.0;0.25;35
10796;26;31.23;0.2;21
10796;44;19.45;0.0;10
10796;64;33.25;0.2;35
10796;69;36.0;0.2;24
10797;11;21.0;0.0;20
10798;62;49.3;0.0;2
10798;72;34.8;0.0;10
10799;13;6.0;0.15;20
10799;24;4.5;0.15;20
10799;59;55.0;0.0;25
10800;11;21.0;0.1;50
10800;51;53.0;0.1;10
10800;54;7.45;0.1;7
10801;17;39.0;0.25;40
10801;29;123.79;0.25;20
10802;30;25.89;0.25;25
10802;51;53.0;0.25;30
10802;55;24.0;0.25;60
10802;62;49.3;0.25;5
10803;19;9.2;0.05;24
10803;25;14.0;0.05;15
10803;59;55.0;0.05;15
10804;10;31.0;0.0;36
10804;28;45.6;0.0;24
10804;49;20.0;0.15;4
10805;34;14.0;0.0;10
10805;38;263.5;0.0;10
10806;2;19.0;0.25;20
10806;65;21.05;0.0;2
10806;74;10.0;0.25;15
10807;40;18.4;0.0;1
10808;56;38.0;0.15;20
10808;76;18.0;0.15;50
10809;52;7.0;0.0;20
10810;13;6.0;0.0;7
10810;25;14.0;0.0;5
10810;70;15.0;0.0;5
10811;19;9.2;0.0;15
10811;23;9.0;0.0;18
10811;40;18.4;0.0;30
10812;31;12.5;0.1;16
10812;72;34.8;0.1;40
10812;77;13.0;0.0;20
10813;2;19.0;0.2;12
10813;46;12.0;0.0;35
10814;41;9.65;0.0;20
10814;43;46.0;0.15;20
10814;48;12.75;0.15;8
10814;61;28.5;0.15;30
10815;33;2.5;0.0;16
10816;38;263.5;0.05;30
10816;62;49.3;0.05;20
10817;26;31.23;0.15;40
10817;38;263.5;0.0;30
10817;40;18.4;0.15;60
10817;62;49.3;0.15;25
10818;32;32.0;0.0;20
10818;41;9.65;0.0;20
10819;43;46.0;0.0;7
10819;75;7.75;0.0;20
10820;56;38.0;0.0;30
10821;35;18.0;0.0;20
10821;51;53.0;0.0;6
10822;62;49.3;0.0;3
10822;70;15.0;0.0;6
10823;11;21.0;0.1;20
10823;57;19.5;0.0;15
10823;59;55.0;0.1;40
10823;77;13.0;0.1;15
10824;41;9.65;0.0;12
10824;70;15.0;0.0;9
10825;26;31.23;0.0;12
10825;53;32.8;0.0;20
10826;31;12.5;0.0;35
10826;57;19.5;0.0;15
10827;10;31.0;0.0;15
10827;39;18.0;0.0;21
10828;20;81.0;0.0;5
10828;38;263.5;0.0;2
10829;2;19.0;0.0;10
10829;8;40.0;0.0;20
10829;13;6.0;0.0;10
10829;60;34.0;0.0;21
10830;6;25.0;0.0;6
10830;39;18.0;0.0;28
10830;60;34.0;0.0;30
10830;68;12.5;0.0;24
10831;19;9.2;0.0;2
10831;35;18.0;0.0;8
10831;38;263.5;0.0;8
10831;43;46.0;0.0;9
10832;13;6.0;0.2;3
10832;25;14.0;0.2;10
10832;44;19.45;0.2;16
10832;64;33.25;0.0;3
10833;7;30.0;0.1;20
10833;31;12.5;0.1;9
10833;53;32.8;0.1;9
10834;29;123.79;0.05;8
10834;30;25.89;0.05;20
10835;59;55.0;0.0;15
10835;77;13.0;0.2;2
10836;22;21.0;0.0;52
10836;35;18.0;0.0;6
10836;57;19.5;0.0;24
10836;60;34.0;0.0;60
10836;64;33.25;0.0;30
10837;13;6.0;0.0;6
10837;40;18.4;0.0;25
10837;47;9.5;0.25;40
10837;76;18.0;0.25;21
10838;1;18.0;0.25;4
10838;18;62.5;0.25;25
10838;36;19.0;0.25;50
10839;58;13.25;0.1;30
10839;72;34.8;0.1;15
10840;25;14.0;0.2;6
10840;39;18.0;0.2;10
10841;10;31.0;0.0;16
10841;56;38.0;0.0;30
10841;59;55.0;0.0;50
10841;77;13.0;0.0;15
10842;11;21.0;0.0;15
10842;43;46.0;0.0;5
10842;68;12.5;0.0;20
10842;70;15.0;0.0;12
10843;51;53.0;0.25;4
10844;22;21.0;0.0;35
10845;23;9.0;0.1;70
10845;35;18.0;0.1;25
10845;42;14.0;0.1;42
10845;58;13.25;0.1;60
10845;64;33.25;0.0;48
10846;4;22.0;0.0;21
10846;70;15.0;0.0;30
10846;74;10.0;0.0;20
10847;1;18.0;0.2;80
10847;19;9.2;0.2;12
10847;37;26.0;0.2;60
10847;45;9.5;0.2;36
10847;60;34.0;0.2;45
10847;71;21.5;0.2;55
10848;5;21.35;0.0;30
10848;9;97.0;0.0;3
10849;3;10.0;0.0;49
10849;26;31.23;0.15;18
10850;25;14.0;0.15;20
10850;33;2.5;0.15;4
10850;70;15.0;0.15;30
10851;2;19.0;0.05;5
10851;25;14.0;0.05;10
10851;57;19.5;0.05;10
10851;59;55.0;0.05;42
10852;2;19.0;0.0;15
10852;17;39.0;0.0;6
10852;62;49.3;0.0;50
10853;18;62.5;0.0;10
10854;10;31.0;0.15;100
10854;13;6.0;0.15;65
10855;16;17.45;0.0;50
10855;31;12.5;0.0;14
10855;56;38.0;0.0;24
10855;65;21.05;0.15;15
10856;2;19.0;0.0;20
10856;42;14.0;0.0;20
10857;3;10.0;0.0;30
10857;26;31.23;0.25;35
10857;29;123.79;0.25;10
10858;7;30.0;0.0;5
10858;27;43.9;0.0;10
10858;70;15.0;0.0;4
10859;24;4.5;0.25;40
10859;54;7.45;0.25;35
10859;64;33.25;0.25;30
10860;51;53.0;0.0;3
10860;76;18.0;0.0;20
10861;17;39.0;0.0;42
10861;18;62.5;0.0;20
10861;21;10.0;0.0;40
10861;33;2.5;0.0;35
10861;62;49.3;0.0;3
10862;11;21.0;0.0;25
10862;52;7.0;0.0;8
10863;1;18.0;0.15;20
10863;58;13.25;0.15;12
10864;35;18.0;0.0;4
10864;67;14.0;0.0;15
10865;38;263.5;0.05;60
10865;39;18.0;0.05;80
10866;2;19.0;0.25;21
10866;24;4.5;0.25;6
10866;30;25.89;0.25;40
10867;53;32.8;0.0;3
10868;26;31.23;0.0;20
10868;35;18.0;0.0;30
10868;49;20.0;0.1;42
10869;1;18.0;0.0;40
10869;11;21.0;0.0;10
10869;23;9.0;0.0;50
10869;68;12.5;0.0;20
10870;35;18.0;0.0;3
10870;51;53.0;0.0;2
10871;6;25.0;0.05;50
10871;16;17.45;0.05;12
10871;17;39.0;0.05;16
10872;55;24.0;0.05;10
10872;62;49.3;0.05;20
10872;64;33.25;0.05;15
10872;65;21.05;0.05;21
10873;21;10.0;0.0;20
10873;28;45.6;0.0;3
10874;10;31.0;0.0;10
10875;19;9.2;0.0;25
10875;47;9.5;0.1;21
10875;49;20.0;0.0;15
10876;46;12.0;0.0;21
10876;64;33.25;0.0;20
10877;16;17.45;0.25;30
10877;18;62.5;0.0;25
10878;20;81.0;0.05;20
10879;40;18.4;0.0;12
10879;65;21.05;0.0;10
10879;76;18.0;0.0;10
10880;23;9.0;0.2;30
10880;61;28.5;0.2;30
10880;70;15.0;0.2;50
10881;73;15.0;0.0;10
10882;42;14.0;0.0;25
10882;49;20.0;0.15;20
10882;54;7.45;0.15;32
10883;24;4.5;0.0;8
10884;21;10.0;0.05;40
10884;56;38.0;0.05;21
10884;65;21.05;0.05;12
10885;2;19.0;0.0;20
10885;24;4.5;0.0;12
10885;70;15.0;0.0;30
10885;77;13.0;0.0;25
10886;10;31.0;0.0;70
10886;31;12.5;0.0;35
10886;77;13.0;0.0;40
10887;25;14.0;0.0;5
10888;2;19.0;0.0;20
10888;68;12.5;0.0;18
10889;11;21.0;0.0;40
10889;38;263.5;0.0;40
10890;17;39.0;0.0;15
10890;34;14.0;0.0;10
10890;41;9.65;0.0;14
10891;30;25.89;0.05;15
10892;59;55.0;0.05;40
10893;8;40.0;0.0;30
10893;24;4.5;0.0;10
10893;29;123.79;0.0;24
10893;30;25.89;0.0;35
10893;36;19.0;0.0;20
10894;13;6.0;0.05;28
10894;69;36.0;0.05;50
10894;75;7.75;0.05;120
10895;24;4.5;0.0;110
10895;39;18.0;0.0;45
10895;40;18.4;0.0;91
10895;60;34.0;0.0;100
10896;45;9.5;0.0;15
10896;56;38.0;0.0;16
10897;29;123.79;0.0;80
10897;30;25.89;0.0;36
10898;13;6.0;0.0;5
10899;39;18.0;0.15;8
10900;70;15.0;0.25;3
10901;41;9.65;0.0;30
10901;71;21.5;0.0;30
10902;55;24.0;0.15;30
10902;62;49.3;0.15;6
10903;13;6.0;0.0;40
10903;65;21.05;0.0;21
10903;68;12.5;0.0;20
10904;58;13.25;0.0;15
10904;62;49.3;0.0;35
10905;1;18.0;0.05;20
10906;61;28.5;0.0;15
10907;75;7.75;0.0;14
10908;7;30.0;0.05;20
10908;52;7.0;0.05;14
10909;7;30.0;0.0;12
10909;16;17.45;0.0;15
10909;41;9.65;0.0;5
10910;19;9.2;0.0;12
10910;49;20.0;0.0;10
10910;61;28.5;0.0;5
10911;1;18.0;0.0;10
10911;17;39.0;0.0;12
10911;67;14.0;0.0;15
10912;11;21.0;0.25;40
10912;29;123.79;0.25;60
10913;4;22.0;0.25;30
10913;33;2.5;0.25;40
10913;58;13.25;0.0;15
10914;71;21.5;0.0;25
10915;17;39.0;0.0;10
10915;33;2.5;0.0;30
10915;54;7.45;0.0;10
10916;16;17.45;0.0;6
10916;32;32.0;0.0;6
10916;57;19.5;0.0;20
10917;30;25.89;0.0;1
10917;60;34.0;0.0;10
10918;1;18.0;0.25;60
10918;60;34.0;0.25;25
10919;16;17.45;0.0;24
10919;25;14.0;0.0;24
10919;40;18.4;0.0;20
10920;50;16.25;0.0;24
10921;35;18.0;0.0;10
10921;63;43.9;0.0;40
10922;17;39.0;0.0;15
10922;24;4.5;0.0;35
10923;42;14.0;0.2;10
10923;43;46.0;0.2;10
10923;67;14.0;0.2;24
10924;10;31.0;0.1;20
10924;28;45.6;0.1;30
10924;75;7.75;0.0;6
10925;36;19.0;0.15;25
10925;52;7.0;0.15;12
10926;11;21.0;0.0;2
10926;13;6.0;0.0;10
10926;19;9.2;0.0;7
10926;72;34.8;0.0;10
10927;20;81.0;0.0;5
10927;52;7.0;0.0;5
10927;76;18.0;0.0;20
10928;47;9.5;0.0;5
10928;76;18.0;0.0;5
10929;21;10.0;0.0;60
10929;75;7.75;0.0;49
10929;77;13.0;0.0;15
10930;21;10.0;0.0;36
10930;27;43.9;0.0;25
10930;55;24.0;0.2;25
10930;58;13.25;0.2;30
10931;13;6.0;0.15;42
10931;57;19.5;0.0;30
10932;16;17.45;0.1;30
10932;62;49.3;0.1;14
10932;72;34.8;0.0;16
10932;75;7.75;0.1;20
10933;53;32.8;0.0;2
10933;61;28.5;0.0;30
10934;6;25.0;0.0;20
10935;1;18.0;0.0;21
10935;18;62.5;0.25;4
10935;23;9.0;0.25;8
10936;36;19.0;0.2;30
10937;28;45.6;0.0;8
10937;34;14.0;0.0;20
10938;13;6.0;0.25;20
10938;43;46.0;0.25;24
10938;60;34.0;0.25;49
10938;71;21.5;0.25;35
10939;2;19.0;0.15;10
10939;67;14.0;0.15;40
10940;7;30.0;0.0;8
10940;13;6.0;0.0;20
10941;31;12.5;0.25;44
10941;62;49.3;0.25;30
10941;68;12.5;0.25;80
10941;72;34.8;0.0;50
10942;49;20.0;0.0;28
10943;13;6.0;0.0;15
10943;22;21.0;0.0;21
10943;46;12.0;0.0;15
10944;11;21.0;0.25;5
10944;44;19.45;0.25;18
10944;56;38.0;0.0;18
10945;13;6.0;0.0;20
10945;31;12.5;0.0;10
10946;10;31.0;0.0;25
10946;24;4.5;0.0;25
10946;77;13.0;0.0;40
10947;59;55.0;0.0;4
10948;50;16.25;0.0;9
10948;51;53.0;0.0;40
10948;55;24.0;0.0;4
10949;6;25.0;0.0;12
10949;10;31.0;0.0;30
10949;17;39.0;0.0;6
10949;62;49.3;0.0;60
10950;4;22.0;0.0;5
10951;33;2.5;0.05;15
10951;41;9.65;0.05;6
10951;75;7.75;0.05;50
10952;6;25.0;0.05;16
10952;28;45.6;0.0;2
10953;20;81.0;0.05;50
10953;31;12.5;0.05;50
10954;16;17.45;0.15;28
10954;31;12.5;0.15;25
10954;45;9.5;0.0;30
10954;60;34.0;0.15;24
10955;75;7.75;0.2;12
10956;21;10.0;0.0;12
10956;47;9.5;0.0;14
10956;51;53.0;0.0;8
10957;30;25.89;0.0;30
10957;35;18.0;0.0;40
10957;64;33.25;0.0;8
10958;5;21.35;0.0;20
10958;7;30.0;0.0;6
10958;72;34.8;0.0;5
10959;75;7.75;0.15;20
10960;24;4.5;0.25;10
10960;41;9.65;0.0;24
10961;52;7.0;0.05;6
10961;76;18.0;0.0;60
10962;7;30.0;0.0;45
10962;13;6.0;0.0;77
10962;53;32.8;0.0;20
10962;69;36.0;0.0;9
10962;76;18.0;0.0;44
10963;60;34.0;0.15;2
10964;18;62.5;0.0;6
10964;38;263.5;0.0;5
10964;69;36.0;0.0;10
10965;51;53.0;0.0;16
10966;37;26.0;0.0;8
10966;56;38.0;0.15;12
10966;62;49.3;0.15;12
